상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220809669595,아임엘렌,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,8,29.0,서울특별시 종로구 명륜2가 8-29,111103000000.0,서울특별시 종로구 창경궁로,257.0,,1.11102e+24,,서울특별시 종로구 창경궁로 257,110530,3075,,1,,126.99995,37.58442686
MA010120220809704135,스페이스플라토,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,69,1.0,서울특별시 종로구 명륜4가 69-1,111104000000.0,서울특별시 종로구 대명1길,20.0,,1.11102e+24,,서울특별시 종로구 대명1길 20,110530,3078,,2,,127.0006299,37.5826846
MA010120220809794964,샘쿡,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,64,2.0,서울특별시 종로구 명륜4가 64-2,111104000000.0,서울특별시 종로구 대명1길,16.0,18.0,1.11102e+24,,서울특별시 종로구 대명1길 16-18,110530,3078,,2,,126.999756,37.58284839
MA010120220809807854,유캔하이,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,177,,서울특별시 종로구 명륜2가 177,111103000000.0,서울특별시 종로구 창경궁로,246.0,3.0,1.11102e+24,,서울특별시 종로구 창경궁로 246-3,110530,3077,,1,,126.9996023,37.58333365
MA010120220809827813,여가돈돈정,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,176,1.0,서울특별시 종로구 명륜4가 176-1,111104000000.0,서울특별시 종로구 대학로11길,46.0,,1.11102e+24,,서울특별시 종로구 대학로11길 46,110530,3078,,,,126.999487,37.58263887
MA010120220809833208,성균관감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,118,3.0,서울특별시 종로구 명륜3가 118-3,111104000000.0,서울특별시 종로구 창경궁로29길,37.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 37,110812,3073,,,,126.9971566,37.58418691
MA010120220809784591,리본윈도우,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,163,27.0,서울특별시 종로구 혜화동 163-27,111104000000.0,서울특별시 종로구 대학로14길,25.0,1.0,1.11102e+24,윤서빌딩,서울특별시 종로구 대학로14길 25-1,110530,3084,,1,,127.0024302,37.58437576
MA010120220809785461,리춘시장대학로,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,167,3.0,서울특별시 종로구 혜화동 167-3,111103000000.0,서울특별시 종로구 대학로,143.0,,1.11102e+24,,서울특별시 종로구 대학로 143,110530,3077,,1,,127.0012914,37.58402373
MA010120220809769703,오름,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,18,,서울특별시 종로구 명륜2가 18,111104000000.0,서울특별시 종로구 창경궁로34길,14.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 14,110530,3077,,1,,127.0008341,37.58435325
MA010120220809922472,"혜화달손만두,만두전골",,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,109,4.0,서울특별시 종로구 혜화동 109-4,111103000000.0,서울특별시 종로구 혜화로,4.0,,1.11102e+24,,서울특별시 종로구 혜화로 4,110530,3076,,1,,127.0007297,37.58623554
MA010120220809937232,서화커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,140,9.0,서울특별시 종로구 명륜4가 140-9,111104000000.0,서울특별시 종로구 대학로9가길,8.0,,1.11102e+24,,서울특별시 종로구 대학로9가길 8,110530,3079,,1,,126.9999767,37.58157979
MA010120220809946170,혜화시장,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,27,1.0,서울특별시 종로구 명륜2가 27-1,111104000000.0,서울특별시 종로구 창경궁로34길,24.0,6.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 24-6,110530,3077,,2,,127.0008052,37.58397457
MA010120220809906044,곤조,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,16,1.0,서울특별시 종로구 명륜4가 16-1,111104000000.0,서울특별시 종로구 대명1길,7.0,,1.11102e+24,옥산,서울특별시 종로구 대명1길 7,110530,3078,,1,,127.0009864,37.58312011
MA010120220809875589,혜화동양과자점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,74,36.0,서울특별시 종로구 혜화동 74-36,111103000000.0,서울특별시 종로구 혜화로,14.0,,1.11102e+24,,서울특별시 종로구 혜화로 14,110530,3076,,1,,127.0002808,37.58678137
MA010120220810009297,가부,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,16,8.0,서울특별시 종로구 혜화동 16-8,111103000000.0,서울특별시 종로구 혜화로,26.0,1.0,1.11102e+24,,서울특별시 종로구 혜화로 26-1,110530,3067,,1,,126.9999023,37.58798556
MA010120220810051874,맛의정원,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,31,3.0,서울특별시 종로구 명륜1가 31-3,111103000000.0,서울특별시 종로구 혜화로,47.0,,1.11102e+24,,서울특별시 종로구 혜화로 47,110530,3068,,1,,126.9988948,37.58966196
MA010120220809986953,육회한연어,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,182,2.0,서울특별시 종로구 명륜2가 182-2,111103000000.0,서울특별시 종로구 창경궁로,246.0,6.0,1.11102e+24,,서울특별시 종로구 창경궁로 246-6,110530,3077,,,,126.9995024,37.58317963
MA010120220810212550,써브웨이서울,,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1081.0,서울특별시 종로구 명륜3가 1-1081,111103000000.0,서울특별시 종로구 성균관로,25.0,2.0,1.11101e+24,성균관대학교,서울특별시 종로구 성균관로 25-2,110745,3063,,1,,126.9930964,37.58721588
MA010120220810171445,서양집,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,129,,서울특별시 종로구 명륜4가 129,111104000000.0,서울특별시 종로구 대학로9길,23.0,2.0,1.11102e+24,,서울특별시 종로구 대학로9길 23-2,110530,3079,,2,,127.000431,37.58147552
MA010120220810269252,샐러드박스혜화점,,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,26,43.0,서울특별시 종로구 혜화동 26-43,111103000000.0,서울특별시 종로구 창경궁로,301.0,,1.11102e+24,,서울특별시 종로구 창경궁로 301,110530,3076,,,,127.0030005,37.58746214
MA010120220810389912,봉쥬떡볶이,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,24,4.0,서울특별시 종로구 명륜2가 24-4,111104000000.0,서울특별시 종로구 대명길,4.0,,1.11102e+24,,서울특별시 종로구 대명길 4,110530,3077,,1,,127.0011699,37.58379745
MA010120220810325956,사카모리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,19,,서울특별시 종로구 명륜2가 19,111104000000.0,서울특별시 종로구 창경궁로34길,14.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 14,110530,3077,,2,,127.0008341,37.58435325
MA010120220810301260,레브,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1081.0,서울특별시 종로구 명륜3가 1-1081,111103000000.0,서울특별시 종로구 성균관로,25.0,2.0,1.11101e+24,성균관대학교,서울특별시 종로구 성균관로 25-2,110811,3063,,5,,126.9930964,37.58721588
MA010120220810537467,혼가츠,,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,36,1.0,서울특별시 종로구 명륜2가 36-1,111104000000.0,서울특별시 종로구 대명길,24.0,,1.11102e+24,성진빌딩,서울특별시 종로구 대명길 24,110530,3077,,,,127.0002466,37.58341119
MA010120220810494095,하씨주가,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,190,1.0,서울특별시 종로구 혜화동 190-1,111104000000.0,서울특별시 종로구 대학로14길,10.0,,1.11102e+24,,서울특별시 종로구 대학로14길 10,110530,3084,,2,,127.0022575,37.58374357
MA010120220810391948,더도어스,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,118,1.0,서울특별시 종로구 명륜3가 118-1,111104000000.0,서울특별시 종로구 창경궁로29길,39.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 39,110812,3073,,2,,126.997065,37.58425821
MA010120220810542811,천향록3,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,143,9.0,서울특별시 종로구 명륜2가 143-9,111103000000.0,서울특별시 종로구 성균관로,18.0,,1.11102e+24,,서울특별시 종로구 성균관로 18,110530,3074,,2,,126.9976179,37.58439806
MA010120220810655060,경성집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,21,23.0,서울특별시 종로구 명륜2가 21-23,111104000000.0,서울특별시 종로구 창경궁로34길,18.0,12.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 18-12,110530,3077,,,,127.0004286,37.58419664
MA010120220810584711,구스타파스,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,21,26.0,서울특별시 종로구 명륜2가 21-26,111103000000.0,서울특별시 종로구 창경궁로,258.0,,1.11102e+24,,서울특별시 종로구 창경궁로 258,110530,3077,,2,,127.0003156,37.58417766
MA010120220810802394,이디야,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,209,2.0,서울특별시 종로구 명륜2가 209-2,111103000000.0,서울특별시 종로구 성균관로,8.0,,1.11102e+24,,서울특별시 종로구 성균관로 8,110530,3074,,1,,126.9983187,37.58364714
MA010120220810798632,아시안테이블,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,134,2.0,서울특별시 종로구 명륜3가 134-2,111104000000.0,서울특별시 종로구 성균관로3길,11.0,,1.11102e+24,,서울특별시 종로구 성균관로3길 11,110812,3073,,1,,126.9975062,37.58344201
MA010120220810888973,달팽이카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,70,1.0,서울특별시 종로구 혜화동 70-1,111104000000.0,서울특별시 종로구 창경궁로35길,17.0,,1.11102e+24,,서울특별시 종로구 창경궁로35길 17,110530,3076,,1,,127.0016174,37.58673862
MA010120220811079508,옛날농장,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,173,1.0,서울특별시 종로구 명륜4가 173-1,111104000000.0,서울특별시 종로구 대학로11길,44.0,,1.11102e+24,,서울특별시 종로구 대학로11길 44,110530,3078,,1,,126.9994881,37.58255779
MA010120220811487450,심야식당,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,60,1.0,서울특별시 종로구 명륜4가 60-1,111104000000.0,서울특별시 종로구 대명길,39.0,5.0,1.11102e+24,,서울특별시 종로구 대명길 39-5,110530,3078,,1,,126.9996097,37.58277507
MA010120220811478291,한돌참치,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,135,,서울특별시 종로구 혜화동 135,111103000000.0,서울특별시 종로구 대학로,153.0,,1.11102e+24,,서울특별시 종로구 대학로 153,110530,3077,,,,127.0011453,37.58478838
MA010120220811474521,달달,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,72,3.0,서울특별시 종로구 명륜4가 72-3,111104000000.0,서울특별시 종로구 대학로11길,18.0,,1.11102e+24,,서울특별시 종로구 대학로11길 18,110530,3078,,1,,127.0006454,37.58237837
MA010120220811693759,바람이살랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,119,,서울특별시 종로구 명륜3가 119,111104000000.0,서울특별시 종로구 창경궁로29길,35.0,,1.11102e+24,,서울특별시 종로구 창경궁로29길 35,110812,3073,,1,,126.9972255,37.58411541
MA010120220811710692,혜화곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,69,1.0,서울특별시 종로구 명륜4가 69-1,111104000000.0,서울특별시 종로구 대명1길,20.0,,1.11102e+24,,서울특별시 종로구 대명1길 20,110530,3078,,1,,127.0006299,37.5826846
MA010120220811813240,청화원,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,183,,서울특별시 종로구 명륜2가 183,111104000000.0,서울특별시 종로구 대명길,36.0,,1.11102e+24,,서울특별시 종로구 대명길 36,110530,3077,,2,,126.9995259,37.58311675
MA010120220811825700,김밥마집,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,154,2.0,서울특별시 종로구 명륜4가 154-2,111104000000.0,서울특별시 종로구 창경궁로26길,41.0,3.0,1.11102e+24,,서울특별시 종로구 창경궁로26길 41-3,110530,3079,,1,,126.9997208,37.58209122
MA010120220811806309,현현노바지점,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,167,6.0,서울특별시 종로구 명륜2가 167-6,111104000000.0,서울특별시 종로구 창경궁로31길,4.0,,1.11102e+24,,서울특별시 종로구 창경궁로31길 4,110530,3074,,2,,126.9990985,37.58375287
MA010120220811808524,진공푸,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,14,2.0,서울특별시 종로구 명륜3가 14-2,111103000000.0,서울특별시 종로구 성균관로,43.0,,1.11102e+24,,서울특별시 종로구 성균관로 43,110812,3063,,1,,126.9965133,37.58656019
MA010120220811794902,아트트레블에이치,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,121.0,서울특별시 종로구 명륜3가 1-121,111104000000.0,서울특별시 종로구 명륜길,62.0,,1.11102e+24,,서울특별시 종로구 명륜길 62,110811,3065,,1,,126.9940044,37.58957533
MA010120220811776175,육식주,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,22,,서울특별시 종로구 명륜4가 22,111103000000.0,서울특별시 종로구 대학로,129.0,4.0,1.11102e+24,,서울특별시 종로구 대학로 129-4,110530,3078,,1,,127.0014208,37.58280843
MA010120220811771589,파이앤브라우니,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,1056.0,서울특별시 종로구 명륜3가 1-1056,111104000000.0,서울특별시 종로구 명륜9길,3.0,5.0,1.11102e+24,,서울특별시 종로구 명륜9길 3-5,110811,3064,,,,126.9929848,37.59129663
MA010120220811742948,벤프,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,2,33.0,서울특별시 종로구 명륜3가 2-33,111104000000.0,서울특별시 종로구 명륜길,13.0,,1.11102e+24,,서울특별시 종로구 명륜길 13,110812,3071,,,,126.9959612,37.58804221
MA010120220811692126,여기가좋겠네2,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,135,,서울특별시 종로구 명륜3가 135,111104000000.0,서울특별시 종로구 성균관로3길,13.0,,1.11102e+24,,서울특별시 종로구 성균관로3길 13,110812,3073,,1,,126.9974171,37.58333313
MA010120220811850681,영일식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,10,27.0,서울특별시 종로구 명륜1가 10-27,111103000000.0,서울특별시 종로구 성균관로,59.0,,1.11102e+24,,서울특별시 종로구 성균관로 59,110530,3070,,1,,126.9966081,37.58793057
MA010120220811840803,퀸101,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,12,3.0,서울특별시 종로구 명륜4가 12-3,111104000000.0,서울특별시 종로구 대명길,17.0,,1.11102e+24,,서울특별시 종로구 대명길 17,110530,3078,,1,,127.000588,37.58327893
MA010120220811889239,레드핑거,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,138,,서울특별시 종로구 혜화동 138,111104000000.0,서울특별시 종로구 창경궁로34길,6.0,,1.11102e+24,,서울특별시 종로구 창경궁로34길 6,110530,3077,,1,,127.0008299,37.58466858
MA010120220811914430,라이크샐러드,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1.11102e+18,1,대지,1,190.0,서울특별시 종로구 명륜3가 1-190,111104000000.0,서울특별시 종로구 명륜길,44.0,,1.11102e+24,,서울특별시 종로구 명륜길 44,110811,3070,,1,,126.9948719,37.58906012
MA010120220811911082,깊·골,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,184,,서울특별시 종로구 명륜2가 184,111104000000.0,서울특별시 종로구 대명길,40.0,,1.11102e+24,,서울특별시 종로구 대명길 40,110530,3077,,6,,126.9992983,37.58320493
MA010120220811883561,본죽,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,168,1.0,서울특별시 종로구 명륜2가 168-1,111103000000.0,서울특별시 종로구 창경궁로,247.0,,1.11102e+24,명륜음악학원,서울특별시 종로구 창경궁로 247,110530,3074,,1,,126.9992124,37.58369977
MA010120220812064819,백미향마라탕명륜점,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,7,19.0,서울특별시 종로구 명륜1가 7-19,111103000000.0,서울특별시 종로구 성균관로,73.0,,1.11102e+24,르느와르팰리스,서울특별시 종로구 성균관로 73,110530,3070,,1,,126.9971445,37.58930471
MA010120220812021607,형국이네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,149,,서울특별시 종로구 명륜2가 149,111103000000.0,서울특별시 종로구 성균관로,12.0,3.0,1.11102e+24,,서울특별시 종로구 성균관로 12-3,110530,3074,,,,126.9979266,37.58417543
MA010120220812048590,남대문황금족발,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,188,,서울특별시 종로구 혜화동 188,111104000000.0,서울특별시 종로구 대학로14길,6.0,,1.11102e+24,,서울특별시 종로구 대학로14길 6,110530,3084,,2,,127.0021331,37.58373351
MA010120220811949888,티랩제이,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,125,,서울특별시 종로구 명륜4가 125,111104000000.0,서울특별시 종로구 대학로9길,23.0,6.0,1.11102e+24,문영빌라,서울특별시 종로구 대학로9길 23-6,110530,3079,,1,,127.0005119,37.58135006
MA010120220812193520,파스타마켓,,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,103,6.0,서울특별시 종로구 명륜4가 103-6,111104000000.0,서울특별시 종로구 대학로11길,9.0,5.0,1.11102e+24,,서울특별시 종로구 대학로11길 9-5,110530,3079,,1,,127.0012156,37.58206784
MA010120220812123788,봄까스,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,5,2.0,서울특별시 종로구 명륜1가 5-2,111103000000.0,서울특별시 종로구 성균관로,85.0,,1.11102e+24,,서울특별시 종로구 성균관로 85,110530,3066,,1,,126.9981561,37.58986294
MA010120220812084680,봉심,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,70,3.0,서울특별시 종로구 명륜4가 70-3,111104000000.0,서울특별시 종로구 대학로11길,38.0,23.0,1.11102e+24,,서울특별시 종로구 대학로11길 38-23,110530,3078,,1,,127.0004163,37.58257466
MA010120220812232639,맛밥김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111016900,혜화동,1.11102e+18,1,대지,126,3.0,서울특별시 종로구 혜화동 126-3,111103000000.0,서울특별시 종로구 창경궁로,269.0,,1.11102e+24,,서울특별시 종로구 창경궁로 269,110530,3075,,1,,127.0006511,37.58533383
MA010120220812304292,도광,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,26,3.0,서울특별시 종로구 명륜1가 26-3,111103000000.0,서울특별시 종로구 성균관로,82.0,,1.11102e+24,도광루미네스트,서울특별시 종로구 성균관로 82,110530,3068,,지,,126.997947,37.58941064
MA010120220812264468,행복한오늘,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,188,14.0,서울특별시 종로구 명륜4가 188-14,111103000000.0,서울특별시 종로구 창경궁로,240.0,7.0,1.11102e+24,A&ATOWER,서울특별시 종로구 창경궁로 240-7,110530,3079,,1,,126.999026,37.58240069
MA010120220812359157,재팔이네닭발,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017200,명륜4가,1.11102e+18,1,대지,72,2.0,서울특별시 종로구 명륜4가 72-2,111104000000.0,서울특별시 종로구 대학로11길,38.0,18.0,1.11102e+24,,서울특별시 종로구 대학로11길 38-18,110530,3078,,2,,127.0006332,37.58244134
MA010120220812360048,카페혜화로,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11110,종로구,11110650,혜화동,1111017000,명륜1가,1.11102e+18,1,대지,32,7.0,서울특별시 종로구 명륜1가 32-7,111103000000.0,서울특별시 종로구 혜화로,37.0,,1.11102e+24,,서울특별시 종로구 혜화로 37,110530,3068,,1,,126.9992327,37.58895301
MA010120220812360913,대동원회시장,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1.11102e+18,1,대지,20,1.0,서울특별시 종로구 명륜2가 20-1,111104000000.0,서울특별시 종로구 창경궁로34길,18.0,4.0,1.11102e+24,,서울특별시 종로구 창경궁로34길 18-4,110530,3077,,1,,127.0009256,37.58428194
